JobLevel,OverTime_Yes,MaritalStatus_Single,MonthlyIncome,YearsInCurrentRole,TotalWorkingYears,BusinessTravel_Travel_Frequently,Age,YearsWithCurrManager,Education,MaritalStatus_Married,NumCompaniesWorked,TrainingTimesLastYear,YearsAtCompany,JobSatisfaction,PerformanceRating,StockOptionLevel,Attrition
1,0,0,-0.8996200125657616,-1.1676872598353414,-1.3216011591512031,0,-0.2106607044718917,-0.8755809692540959,1,1,-0.6780493930322936,-0.6201892226844657,-0.9810141559830952,4,3,0,0
3,1,1,-0.2383864483714969,-1.1676872598353414,1.5068404719089457,0,1.2128633628752972,-1.1559347102263289,2,0,2.5255909693862573,-0.6201892226844657,-0.9810141559830952,3,3,0,1
1,1,1,-0.6505950327342455,-0.6154915796172451,-1.193035630466651,0,-0.9771736638126856,-0.5952272282818631,4,0,-0.6780493930322936,0.1557070814399298,-0.8177339465973219,3,3,0,1
2,1,0,-0.2228755067949605,-0.339393739508197,-0.2930769296747854,0,0.7748559575377005,-0.3148734873096303,5,0,0.9237707881769818,-0.6201892226844657,-0.4911735278257753,1,4,1,0
3,1,0,0.7184049203838929,-1.1676872598353414,-0.1645114009902331,0,-0.2106607044718917,-0.3148734873096303,2,1,-0.2775943477299747,0.1557070814399298,-0.4911735278257753,1,3,1,0
2,1,0,-0.4984603180931486,-0.6154915796172451,-0.8073390444129942,0,-1.196177366481484,-1.1559347102263289,3,1,1.7246808787816197,-0.6201892226844657,-0.8177339465973219,4,3,1,0
3,1,1,1.477803621678977,2.6976825016913315,0.4783162424325279,1,-0.42966440714069,2.2083101814404653,2,0,-0.6780493930322936,-1.3960855268088614,1.304908775417731,4,3,0,0
3,0,0,0.5452348192211919,1.041095461037043,-0.2930769296747854,1,-0.2106607044718917,1.086895217551534,5,1,-0.6780493930322936,0.1557070814399298,0.3252275191030913,1,4,1,0
1,1,0,-0.5288447652910213,-0.6154915796172451,-0.9359045730975464,0,-0.2106607044718917,-0.5952272282818631,4,1,0.1228606975723441,0.1557070814399298,-0.8177339465973219,1,3,1,0
2,0,0,-0.1249228483458744,0.7649976209279952,-0.1645114009902331,0,-0.6486681098094882,0.8065414765793012,4,0,0.1228606975723441,0.1557070814399298,-0.0013328996684553,4,4,1,0
2,0,0,-0.1083495135106711,0.212801940709899,-0.5502079870438897,0,0.0083429981969065,0.8065414765793012,4,0,-0.6780493930322936,-0.6201892226844657,-0.0013328996684553,3,3,1,0
2,1,0,-0.0724406213677307,1.041095461037043,-0.2930769296747854,0,-0.5391662584750891,1.086895217551534,3,1,-0.6780493930322936,0.1557070814399298,0.3252275191030913,4,4,1,0
2,0,1,-0.8705104372782891,-0.339393739508197,-0.1645114009902331,1,0.1178448495313057,1.3672489585237668,5,0,-0.6780493930322936,-0.6201892226844657,0.4885077284888646,4,3,0,0
5,1,0,2.6001158601346663,-0.339393739508197,2.2782336440162587,0,1.4318670655440953,1.086895217551534,2,0,0.9237707881769818,-0.6201892226844657,3.264271288047011,3,3,1,0
3,0,1,0.2409653899389981,3.249878181909428,2.1496681153317065,0,2.417383727553688,1.3672489585237668,3,0,1.7246808787816197,0.1557070814399298,2.284590031732371,1,3,0,0
3,0,0,0.7634503945513685,2.6976825016913315,0.7354472998016324,0,-0.1011588531374925,1.086895217551534,3,0,-0.6780493930322936,-0.6201892226844657,1.6314691941892778,3,3,3,0
4,1,0,1.7536009116288984,-1.1676872598353414,1.2497094145398413,0,1.979376322216091,-0.5952272282818631,3,0,-0.2775943477299747,-0.6201892226844657,-0.3278933184400019,3,3,3,0
2,0,1,-0.0008353157335831,0.212801940709899,-0.678773515728442,1,-0.1011588531374925,-0.3148734873096303,3,0,-0.6780493930322936,0.1557070814399298,-0.1646131090542286,2,3,0,0
3,0,0,0.6844083361065528,-1.1676872598353414,1.76397152927805,0,0.8843578088720997,-1.1559347102263289,3,0,-0.2775943477299747,-0.6201892226844657,-0.9810141559830952,1,3,1,0
1,0,0,-0.9155559114457648,-0.6154915796172451,-0.8073390444129942,1,-0.2106607044718917,-0.5952272282818631,3,1,0.523315742874663,-0.6201892226844657,-0.6544537372115486,1,3,1,0
1,1,0,-0.6618564012761143,-1.1676872598353414,-1.193035630466651,0,-0.1011588531374925,-1.1559347102263289,3,1,-1.0785044383346123,-2.171981830933257,-0.9810141559830952,3,3,1,1
2,0,1,-0.2188384124120264,-0.339393739508197,1.121143885855289,1,2.417383727553688,-0.3148734873096303,1,0,1.7246808787816197,-0.6201892226844657,-0.4911735278257753,3,3,0,0
1,0,0,-0.8074042777134766,-0.063295899399149,-0.678773515728442,0,-0.8676718124782865,-0.0345197463373974,3,1,-1.0785044383346123,0.1557070814399298,-0.3278933184400019,2,4,1,0
1,0,1,-0.8503249653636185,-0.8915894197262932,-1.3216011591512031,0,-0.6486681098094882,-1.1559347102263289,4,0,-0.6780493930322936,0.9316033855643254,-0.9810141559830952,2,3,0,0
2,0,0,-0.0601168595671949,-0.063295899399149,-0.1645114009902331,0,-0.5391662584750891,1.3672489585237668,3,1,-0.6780493930322936,0.1557070814399298,0.4885077284888646,2,3,2,0
1,0,0,-0.7362239293827958,-1.1676872598353414,-0.8073390444129942,0,-0.1011588531374925,-1.1559347102263289,3,1,0.1228606975723441,0.1557070814399298,-0.9810141559830952,4,3,0,0
2,0,1,-0.4417285180803373,0.7649976209279952,-0.0359458723056809,0,-0.6486681098094882,1.086895217551534,4,0,-0.6780493930322936,-0.6201892226844657,0.651787937874638,4,4,0,0
2,0,1,-0.4655261270744754,2.421584661582284,0.6068817711170802,0,-0.2106607044718917,1.086895217551534,4,0,-1.0785044383346123,-0.6201892226844657,1.304908775417731,1,3,0,0
3,1,0,1.432545668859768,-1.1676872598353414,0.7354472998016324,0,0.8843578088720997,-1.1559347102263289,4,1,0.523315742874663,0.1557070814399298,-1.1442943653688686,1,3,0,0
3,0,1,1.5215742239360524,-0.6154915796172451,0.6068817711170802,0,0.0083429981969065,-0.5952272282818631,4,0,0.523315742874663,0.1557070814399298,-0.3278933184400019,3,3,0,0
2,1,0,-0.3148787629955121,-0.6154915796172451,0.6068817711170802,0,0.9938596602064989,-0.5952272282818631,2,0,2.1251359240839385,-0.6201892226844657,-0.4911735278257753,2,4,1,0
2,1,0,-0.2925685045635077,1.041095461037043,-0.1645114009902331,0,-0.7581699611438873,-1.1559347102263289,1,1,-0.6780493930322936,-1.3960855268088614,0.4885077284888646,4,3,2,0
1,0,1,-0.77425760804307,-0.063295899399149,-0.678773515728442,0,-0.2106607044718917,-0.0345197463373974,3,0,-0.6780493930322936,0.1557070814399298,-0.1646131090542286,3,3,0,0
3,0,0,0.7938348417492412,-1.1676872598353414,1.6354060005934978,0,1.979376322216091,-1.1559347102263289,2,1,0.1228606975723441,0.9316033855643254,-0.9810141559830952,4,3,1,0
2,1,0,-0.2494353382616325,1.8693889813641875,0.7354472998016324,0,0.1178448495313057,1.3672489585237668,3,0,1.7246808787816197,0.1557070814399298,0.9783483566461848,4,3,3,0
2,0,0,-0.4627639046019415,-0.6154915796172451,-0.8073390444129942,0,-0.3201625558062908,-0.3148734873096303,2,1,-0.6780493930322936,-0.6201892226844657,-0.3278933184400019,2,3,0,0
3,0,1,0.1608609382355156,-0.063295899399149,3.3067578734926766,0,2.08887817355049,-0.5952272282818631,3,0,0.523315742874663,0.1557070814399298,-0.1646131090542286,4,3,0,0
1,0,0,-0.8883586440238926,-1.1676872598353414,-1.0644701017820986,0,-1.5246829204846812,-1.1559347102263289,1,0,0.1228606975723441,0.1557070814399298,-1.1442943653688686,1,3,1,0
1,0,0,-0.9408408710020364,-0.6154915796172451,-0.1645114009902331,0,1.5413689168784943,-0.3148734873096303,4,1,0.1228606975723441,0.9316033855643254,-0.4911735278257753,4,4,2,0
2,0,0,-0.4995227113518155,1.5932911412551394,-0.0359458723056809,0,-0.7581699611438873,1.086895217551534,3,1,-0.6780493930322936,0.1557070814399298,0.651787937874638,4,3,3,0
3,0,1,0.6620980776745484,1.041095461037043,-0.2930769296747854,0,0.9938596602064989,0.8065414765793012,2,0,-0.6780493930322936,0.1557070814399298,0.3252275191030913,4,3,0,1
4,0,0,1.487365161006979,-0.339393739508197,1.3782749432243937,1,0.3368485522001039,1.9279564404682328,4,1,-0.6780493930322936,0.1557070814399298,2.447870241118145,2,4,1,0
2,1,1,-0.2256377292674944,0.7649976209279952,-0.0359458723056809,0,1.5413689168784943,-1.1559347102263289,4,0,-1.0785044383346123,-0.6201892226844657,0.4885077284888646,4,4,0,0
2,1,0,-0.2749327764696376,1.041095461037043,-0.0359458723056809,0,-0.7581699611438873,0.8065414765793012,2,0,-0.6780493930322936,0.9316033855643254,0.651787937874638,2,3,3,0
3,1,0,0.8860505766015262,1.3171933011460917,1.2497094145398413,1,0.9938596602064989,0.2458339946348354,3,1,-0.2775943477299747,1.707499689688721,0.4885077284888646,1,3,1,0
2,0,1,-0.3172160281645793,1.041095461037043,0.0926196563788712,0,-0.5391662584750891,0.8065414765793012,4,0,-0.6780493930322936,-2.171981830933257,0.651787937874638,3,3,0,0
3,0,0,1.497139178986714,-0.339393739508197,0.6068817711170802,0,1.869874470881692,-0.3148734873096303,4,1,2.5255909693862573,1.707499689688721,-0.4911735278257753,3,3,1,0
2,0,0,-0.3195532933336464,-0.6154915796172451,-0.9359045730975464,0,-1.4151810691502822,-0.5952272282818631,2,1,-1.0785044383346123,-0.6201892226844657,-0.6544537372115486,3,4,1,0
2,0,0,-0.4848616843822125,-0.063295899399149,-0.8073390444129942,0,-0.9771736638126856,-0.0345197463373974,3,1,-0.6780493930322936,0.1557070814399298,-0.3278933184400019,3,3,0,0
4,0,1,1.5657697834965945,1.5932911412551394,3.4353234021772288,0,2.3078818762192883,1.086895217551534,4,0,-1.0785044383346123,-1.3960855268088614,4.897073381904744,3,3,0,0
2,0,0,-0.9478526665092378,-0.6154915796172451,0.7354472998016324,0,0.7748559575377005,-0.5952272282818631,3,1,0.523315742874663,0.1557070814399298,-0.6544537372115486,2,3,1,0
1,1,0,-0.9412658283055032,-0.6154915796172451,-0.5502079870438897,0,0.0083429981969065,-0.5952272282818631,4,0,0.523315742874663,0.1557070814399298,-0.6544537372115486,1,4,0,1
1,0,1,-0.7536471788249326,-1.1676872598353414,-1.3216011591512031,0,-0.5391662584750891,-1.1559347102263289,1,0,-0.6780493930322936,-0.6201892226844657,-0.9810141559830952,1,3,0,0
1,1,1,-0.7600215383769339,-1.1676872598353414,-1.3216011591512031,1,-1.8531884744878788,-1.1559347102263289,3,0,-0.6780493930322936,1.707499689688721,-0.9810141559830952,4,3,0,1
2,0,1,-0.3599242371629877,2.421584661582284,0.6068817711170802,0,-0.3201625558062908,1.6476026994959998,4,0,-0.6780493930322936,0.1557070814399298,1.4681889848035046,3,3,0,0
2,0,0,-0.2847067944493728,-1.1676872598353414,0.7354472998016324,0,0.0083429981969065,-1.1559347102263289,2,0,0.9237707881769818,-0.6201892226844657,-0.9810141559830952,4,3,1,0
5,0,0,2.6222136399149374,-0.6154915796172451,2.406799172700811,0,2.417383727553688,-0.5952272282818631,4,1,2.5255909693862573,0.1557070814399298,-0.6544537372115486,4,4,1,0
5,1,0,2.4794279859501094,-0.339393739508197,2.1496681153317065,1,1.4318670655440953,0.8065414765793012,3,1,0.1228606975723441,-1.3960855268088614,0.161947309717318,2,3,0,0
2,1,1,-0.1612566977922816,-0.063295899399149,-0.678773515728442,0,-1.3056792178158831,-0.3148734873096303,3,0,-0.6780493930322936,-1.3960855268088614,-0.1646131090542286,3,3,0,1
1,0,0,-0.7678832484910688,-0.6154915796172451,-1.193035630466651,0,-1.3056792178158831,-0.8755809692540959,1,1,-0.6780493930322936,-0.6201892226844657,-0.8177339465973219,4,3,2,0
1,0,1,-0.7717078642222696,-1.1676872598353414,-1.3216011591512031,0,-1.6341847718190805,-1.1559347102263289,3,0,-0.6780493930322936,1.707499689688721,-1.1442943653688686,4,3,0,0
3,0,1,0.2084561562237917,2.145486821473236,1.5068404719089457,1,1.5413689168784943,1.086895217551534,4,0,0.1228606975723441,-1.3960855268088614,0.9783483566461848,1,4,0,0
2,1,1,-0.0911387427202677,0.7649976209279952,-0.2930769296747854,1,-0.3201625558062908,0.5261877356070683,3,0,-0.6780493930322936,0.1557070814399298,0.3252275191030913,3,4,0,1
4,1,1,2.3000960038871403,-0.339393739508197,1.5068404719089457,0,1.869874470881692,-0.0345197463373974,3,0,-0.2775943477299747,0.1557070814399298,-0.3278933184400019,4,3,0,0
1,0,0,-0.7923182934404069,-0.339393739508197,-0.678773515728442,0,-1.4151810691502822,-0.5952272282818631,1,1,-1.0785044383346123,-0.6201892226844657,-0.3278933184400019,3,3,1,0
2,0,0,-0.4245177472899339,-1.1676872598353414,0.0926196563788712,0,-0.3201625558062908,-1.1559347102263289,4,0,1.324225833479301,0.1557070814399298,-0.9810141559830952,2,3,1,0
3,0,1,0.1965573517267227,-0.339393739508197,0.0926196563788712,0,0.0083429981969065,-0.3148734873096303,3,0,-0.2775943477299747,0.1557070814399298,-0.3278933184400019,4,3,0,0
3,0,1,1.0896051249621,1.5932911412551394,0.3497507137479757,0,-0.3201625558062908,1.086895217551534,3,0,-0.2775943477299747,2.4833959938131165,0.651787937874638,1,3,0,0
3,0,0,0.6873830372308202,0.7649976209279952,-0.1645114009902331,1,-0.1011588531374925,1.086895217551534,2,1,-1.0785044383346123,2.4833959938131165,0.3252275191030913,4,3,1,0
1,0,0,-0.779357095684671,-1.1676872598353414,-0.5502079870438897,0,-0.1011588531374925,-1.1559347102263289,2,0,0.9237707881769818,-0.6201892226844657,-0.9810141559830952,4,4,1,0
4,1,0,2.2216913813975245,2.145486821473236,1.76397152927805,1,0.6653541062033014,2.2083101814404653,2,1,-0.6780493930322936,0.1557070814399298,2.9377108692754645,4,3,2,0
1,0,0,-0.8265273563694804,0.7649976209279952,-0.1645114009902331,1,-0.7581699611438873,1.3672489585237668,3,0,-0.6780493930322936,-0.6201892226844657,0.4885077284888646,3,4,3,0
2,0,0,-0.0758402797954647,0.7649976209279952,-0.4216424583593375,0,-0.42966440714069,0.8065414765793012,2,1,-1.0785044383346123,-0.6201892226844657,-0.0013328996684553,2,3,1,0
1,1,0,-0.3272025247960479,-0.063295899399149,-0.5502079870438897,0,2.08887817355049,-0.3148734873096303,4,1,2.5255909693862573,-0.6201892226844657,-0.3278933184400019,2,3,3,1
5,0,1,2.769461345566167,3.802073862127524,1.5068404719089457,0,1.5413689168784943,3.049371404357164,3,0,1.7246808787816197,1.707499689688721,2.1213098223465976,3,3,0,0
2,1,0,-0.0703158348503969,0.7649976209279952,0.0926196563788712,0,-0.6486681098094882,0.8065414765793012,4,1,0.523315742874663,0.1557070814399298,-0.0013328996684553,3,3,0,1
1,0,0,-0.8785846260441574,-0.063295899399149,-0.8073390444129942,0,-1.196177366481484,-0.3148734873096303,3,1,-0.6780493930322936,0.1557070814399298,-0.3278933184400019,2,3,0,0
3,0,0,0.8093457833257777,1.5932911412551394,3.692454459546333,0,2.3078818762192883,0.5261877356070683,4,1,-0.6780493930322936,0.1557070814399298,5.386914010062064,4,3,1,1
1,1,1,-1.0258323316953866,-1.1676872598353414,-1.4501666878357553,0,-1.9626903258222776,-1.1559347102263289,1,0,-0.6780493930322936,-0.6201892226844657,-1.1442943653688686,3,3,0,1
1,0,0,-0.8456504350254842,-0.8915894197262932,-1.0644701017820986,0,-1.6341847718190805,-0.8755809692540959,1,1,-1.0785044383346123,-0.6201892226844657,-0.8177339465973219,4,3,1,0
2,0,0,0.0136132325842863,1.8693889813641875,0.6068817711170802,0,1.3223652142096962,1.9279564404682328,4,1,-0.6780493930322936,-0.6201892226844657,1.304908775417731,1,3,0,0
1,0,1,-0.374797742784324,-0.6154915796172451,0.8640128284861845,1,0.6653541062033014,-0.5952272282818631,3,0,0.523315742874663,-0.6201892226844657,-0.6544537372115486,3,3,0,0
3,0,1,0.5747693518121311,-0.6154915796172451,0.6068817711170802,1,1.4318670655440953,-0.8755809692540959,3,0,0.523315742874663,0.1557070814399298,-0.8177339465973219,4,3,0,0
2,1,0,-0.4130439000963316,-0.6154915796172451,-0.9359045730975464,0,-0.6486681098094882,-0.5952272282818631,3,1,0.1228606975723441,-0.6201892226844657,-0.8177339465973219,3,3,1,1
3,1,0,0.3582536056958214,0.7649976209279952,0.0926196563788712,0,0.4463504035345031,0.8065414765793012,1,0,0.1228606975723441,-0.6201892226844657,0.3252275191030913,3,3,1,0
1,0,0,-0.7566218799491998,0.7649976209279952,-0.4216424583593375,0,-1.196177366481484,0.8065414765793012,1,1,-0.6780493930322936,0.1557070814399298,0.161947309717318,3,4,1,0
2,0,0,-0.3318770551341822,-0.6154915796172451,-0.5502079870438897,0,-0.1011588531374925,-0.8755809692540959,2,0,1.324225833479301,-2.171981830933257,-0.6544537372115486,2,4,2,0
3,0,1,0.8811635676116586,-0.6154915796172451,0.8640128284861845,1,1.5413689168784943,-0.3148734873096303,4,0,-0.2775943477299747,-0.6201892226844657,-0.4911735278257753,4,3,0,1
2,0,0,-0.1276850708184083,1.8693889813641875,0.7354472998016324,0,0.2273467008657048,1.3672489585237668,4,1,0.523315742874663,-1.3960855268088614,1.304908775417731,3,3,1,0
2,0,0,0.4538689989758404,-0.6154915796172451,-0.678773515728442,0,-1.3056792178158831,-0.5952272282818631,3,1,-0.2775943477299747,0.1557070814399298,-0.8177339465973219,3,3,0,0
2,1,0,-0.0331320707970562,1.3171933011460917,0.0926196563788712,0,-0.7581699611438873,0.8065414765793012,3,1,-1.0785044383346123,-0.6201892226844657,0.651787937874638,4,3,0,0
1,0,1,-0.4893237360686134,-0.063295899399149,-0.1645114009902331,0,-0.5391662584750891,-0.0345197463373974,3,0,1.7246808787816197,-0.6201892226844657,-0.3278933184400019,1,4,0,1
1,0,1,-0.6482577675651784,0.212801940709899,-0.2930769296747854,0,0.8843578088720997,-0.3148734873096303,3,0,0.9237707881769818,-0.6201892226844657,-0.1646131090542286,4,3,0,0
